FinServ__AccountNameFormat__c,FinServ__AppName__c,FinServ__AutocreateIndividualAccount__c,FinServ__AutoCreateInverseRole__c,FinServ__DefaultIndividualType__c,FinServ__DependentPackageNS__c,FinServ__LeadConversionBatchSize__c,FinServ__MultipleRelationshipGroups__c,FinServ__PageLayoutApiVersion__c,FinServ__RestrictACRRecordVisibility__c,FinServ__ShowDetailedError__c,FinServ__SyncIndividualSystemFields__c,Id,Name
{firstname} {lastname},Wealth,true,true,Individual,,50,true,,false,true,false,a0JD3000002MrTMMA0,Industries Application Config (Organization)
