FinServ__EnableAARInverseRoleUpdate__c,FinServ__EnableBusinessReferralsMade__c,FinServ__EnableGroupRecordRollups__c,FinServ__EnableRollupSummary__c,FinServ__GroupRecordRollupTimestamp__c,FinServ__InteractionUpdateFrequency__c,FinServ__ReferrerScoreCalcEnabled__c,FinServ__RejectedReferralStatus__c,FinServ__RollupSummaryTimestamp__c,Id,Name
true,true,true,true,,15,false,Closed - Not Converted,,a0YD3000004C9BYMA0,a0YD3000004C9BY
